Cuota_Inicial__c,Presupuesto_inmueble_a_comprar__c,ingresos_totales__c,Ingresos_familiares__c,Calidad_de_lead__c,picklist_ciudad__c
100000000.0,500000000.0,18000000.0,18000000.0,Descalificado,
25000000.0,152000000.0,4600000.0,4600000.0,Descalificado,
66000000.0,330000000.0,10000000.0,10000000.0,Alta,Bogotá
70000000.0,450000000.0,6500000.0,6500000.0,Descalificado,Bogotá
50000000.0,210000000.0,4000000.0,4000000.0,Media,Bogotá
30000000.0,250000000.0,10000000.0,10000000.0,Descalificado,Bogotá
10000000.0,650000000.0,5000000.0,5000000.0,Descalificado,Bogotá
35000000.0,250000000.0,10200000000.0,10200000000.0,Media,Bogotá
2000000.0,50000000.0,2500000.0,2500000.0,Descalificado,Ibagué
26000000.0,195000000.0,2600000.0,2600000.0,Descalificado,Bogotá
60000000.0,195000000.0,2600000.0,2600000.0,Descalificado,Bogotá
60000000.0,195000000.0,2600000.0,2600000.0,Descalificado,Bogotá
0.0,150000000.0,1600000.0,1600000.0,Descalificado,Bogotá
40000000.0,160000000.0,4700000.0,4700000.0,Descalificado,
0.0,190000000.0,2401000.0,2401000.0,Descalificado,Bogotá
40000000.0,500000000.0,5000000.0,5000000.0,Descalificado,Bogotá
5000000.0,130000000.0,1300000.0,1300000.0,Descalificado,Montería
10000000.0,200000000.0,7000000.0,7000000.0,Descalificado,Bogotá
30000000.0,550000000.0,5000000.0,5000000.0,Descalificado,Bogotá
30.0,280.0,5.0,5.0,Descalificado,Bogotá
0.0,,3000000.0,3000000.0,Descalificado,Bogotá
6000000.0,200000000.0,3000000.0,3000000.0,Descalificado,Bogotá
0.0,189000000.0,1900000.0,1900000.0,Descalificado,Bogotá
0.0,200000000.0,4900000.0,4900000.0,Descalificado,Bogotá
70000000.0,500000000.0,5000000.0,5000000.0,Descalificado,Bogotá
10000000.0,120000000.0,3000000.0,3000000.0,Descalificado,Cali
10000000.0,230000000.0,3500000.0,3500000.0,Descalificado,Bogotá
25000000.0,350000000.0,4000000.0,4000000.0,Descalificado,Bogotá
0.0,,8000000.0,8000000.0,Descalificado,Bogotá
0.0,,5000000.0,5000000.0,Descalificado,Bogotá
6000000.0,400000000.0,4000000.0,4000000.0,Descalificado,Bogotá
15000000.0,180000000.0,5500000.0,5500000.0,Descalificado,Bogotá
500.0,150000000.0,1500000.0,1500000.0,Descalificado,Bogotá
10000000.0,300000000.0,6000000.0,6000000.0,Descalificado,Bogotá
79000000.0,450000000.0,12900000.0,12900000.0,Alta,Bogotá
0.0,120000000.0,1800000.0,1800000.0,Descalificado,Bogotá
100000000.0,1000000000.0,15000000.0,15000000.0,Descalificado,Bogotá
70000000.0,400000000.0,10000000.0,10000000.0,Alta,Bogotá
28000000.0,240000000.0,9823000.0,9823000.0,Descalificado,Cali
2000000.0,120000000.0,1800000.0,1800000.0,Descalificado,Bogotá
0.0,470000000.0,4657200.0,4657200.0,Descalificado,Bogotá
13000000.0,190000000.0,4500000.0,4500000.0,Descalificado,Medellín
30000000.0,360000000.0,11000000.0,11000000.0,Descalificado,Bogotá
15000000.0,200000000.0,2300000.0,2300000.0,Descalificado,Bogotá
0.0,190000000.0,7000000.0,7000000.0,Descalificado,Bogotá
1000000.0,190000000.0,2000000.0,2000000.0,Descalificado,Bogotá
1500000.0,1500000.0,2400000.0,2400000.0,Descalificado,Bogotá
5000000.0,150000000.0,2200000.0,2200000.0,Descalificado,Bogotá
20000000.0,120000000.0,2300000.0,2300000.0,Media,Bogotá
0.0,250000000.0,8000000.0,8000000.0,Descalificado,Bogotá
15000000.0,100000000.0,2800000.0,2800000.0,Media,Bogotá
2000000.0,250000000.0,7000000.0,7000000.0,Descalificado,Bogotá
15000000.0,200000000.0,3400000.0,3400000.0,Descalificado,Bogotá
5000000.0,150000000.0,3800000.0,3800000.0,Descalificado,Bogotá
1000000.0,160000000.0,5000000.0,5000000.0,Descalificado,Bogotá
1000000.0,,2800000.0,2800000.0,Descalificado,Armenia
1000000.0,180000000.0,2800000.0,2800000.0,Descalificado,Armenia
50000000.0,180000000.0,2000000.0,2000000.0,Descalificado,Bogotá
70000000.0,180000000.0,2000000.0,2000000.0,Descalificado,Bogotá
0.0,220.0,3600000.0,3600000.0,Descalificado,Bogotá
0.0,180000000.0,3600000.0,3600000.0,Descalificado,Bogotá
40000000.0,200000000.0,4500000.0,4500000.0,Media,Bogotá
59000000.0,198000000.0,9930000.0,9930000.0,Alta,Bogotá
20000000.0,350000000.0,3400000.0,3400000.0,Descalificado,Bogotá
0.0,180000000.0,3000000.0,3000000.0,Descalificado,Bogotá
0.0,,1400000.0,1400000.0,Descalificado,Bogotá
0.0,260000000.0,1800000.0,1800000.0,Descalificado,Bogotá
0.0,150000000.0,2200000.0,2200000.0,Descalificado,Bogotá
37500000.0,212500000.0,50000000.0,50000000.0,Alta,Bogotá
25000000.0,140000000.0,5300000.0,5300000.0,Alta,Bogotá
0.0,180000000.0,1500000.0,1500000.0,Descalificado,Bogotá
31000000.0,190000000.0,3000000.0,3000000.0,Descalificado,Bogotá
20000000.0,480000000.0,5300000.0,5300000.0,Descalificado,Bogotá
0.0,0.0,5000000.0,5000000.0,Descalificado,Bogotá
110000000.0,360000000.0,18620000.0,18620000.0,Descalificado,
0.0,175000000.0,3000000.0,3000000.0,Descalificado,Bogotá
0.0,250000000.0,5100000.0,5100000.0,Descalificado,Bogotá
200000000.0,360000000.0,5000000.0,5000000.0,Alta,Bogotá
5000000.0,300000000.0,4902000.0,4902000.0,Descalificado,Bogotá
2000000.0,200000000.0,2200000.0,2200000.0,Descalificado,Bogotá
10000000.0,300000000.0,5000000.0,5000000.0,Descalificado,Bogotá
12000000.0,200000000.0,3000000.0,3000000.0,Descalificado,Bogotá
5.0,100000000.0,1300000.0,1300000.0,Descalificado,Bogotá
2000000.0,250000000.0,6000000.0,6000000.0,Descalificado,Bogotá
350000000.0,1300000000.0,30000000.0,30000000.0,Descalificado,Bogotá
37000000.0,169000000.0,4500000.0,4500000.0,Descalificado,
75000000.0,175500000.0,4000000.0,4000000.0,Alta,Bogotá
15000000.0,360000.0,5000000.0,5000000.0,Descalificado,Bogotá
3000000.0,100000000.0,1000000.0,1000000.0,Descalificado,Barranquilla
70000000.0,120000000.0,3500000.0,3500000.0,Alta,Bogotá
25000000.0,167000000.0,5512000.0,5512000.0,Descalificado,
,,,0.0,Descalificado,Bogotá
150000000.0,399000000.0,9300000.0,9300000.0,Descalificado,
63000000.0,380000000.0,18000000.0,18000000.0,Alta,Bogotá
6000000.0,120000000.0,2000000.0,2000000.0,Descalificado,Bogotá
5000000.0,120000000.0,4000000.0,4000000.0,Descalificado,Bogotá
0.0,,1300000.0,1300000.0,Descalificado,Bogotá
30000000.0,115000000.0,3000000.0,3000000.0,Descalificado,
5000000.0,150000000.0,2000000.0,2000000.0,Descalificado,Santa Marta
5000000.0,,2500000.0,2500000.0,Descalificado,Barranquilla
45000000.0,250000000.0,19000000.0,19000000.0,Alta,Bogotá
0.0,190000000.0,2300000.0,2300000.0,Descalificado,Bogotá
39000000.0,120000000.0,2000000.0,2000000.0,Media,Bogotá
0.0,250000000.0,2000000.0,2000000.0,Descalificado,Bogotá
0.0,300000000.0,3000000.0,3000000.0,Descalificado,Bogotá
0.0,750000000.0,25000000.0,25000000.0,Descalificado,Medellín
0.0,500000000.0,25000000.0,25000000.0,Descalificado,Medellín
38000000.0,230000000.0,8500000.0,8500000.0,Alta,Bogotá
55000000.0,250000000.0,10200000.0,10200000.0,Alta,Bogotá
10000000.0,170000000.0,4600000.0,4600000.0,Descalificado,Bogotá
160000000.0,840000000.0,12000000.0,12000000.0,Descalificado,Bogotá
25000000.0,160000000.0,6000000.0,6000000.0,Media,Bogotá
20000000.0,200000000.0,4000000.0,4000000.0,Descalificado,Bogotá
66120000.0,130000000.0,2600000.0,2600000.0,Descalificado,
20000000.0,140000000.0,4500000.0,4500000.0,Media,Bogotá
20000000.0,250000000.0,5000000.0,5000000.0,Descalificado,Bogotá
20000000.0,300000000.0,6000000.0,6000000.0,Descalificado,Bogotá
14000000.0,345000000.0,3500000.0,3500000.0,Descalificado,Bogotá
0.0,,1300000.0,1300000.0,Descalificado,Bogotá
2000000.0,3500000.0,1300000.0,1300000.0,Descalificado,Bogotá
21500000.0,125000000.0,30000000.0,30000000.0,Alta,Bogotá
40000000.0,190000000.0,4600000.0,4600000.0,Alta,Bogotá
210000000.0,330000000.0,16900000.0,16900000.0,Alta,Bogotá
30000000.0,175000000.0,9000000.0,9000000.0,Descalificado,
30000000.0,140000000.0,5500000.0,5500000.0,Alta,Bogotá
45000000.0,450000000.0,20000000.0,20000000.0,Descalificado,Bogotá
20000000.0,115000000.0,5000000.0,5000000.0,Alta,Bogotá
9000000.0,125000000.0,2000000.0,2000000.0,Descalificado,Bogotá
30000000.0,180000000.0,5400000.0,5400000.0,Alta,Bogotá
30000000.0,220000000.0,2500000.0,2500000.0,Descalificado,Bogotá
30000000.0,150000000.0,2500000.0,2500000.0,Descalificado,Bogotá
120000000.0,340000000.0,11200000.0,11200000.0,Descalificado,Cali
70.0,350000000.0,9800000.0,9800000.0,Descalificado,Bogotá
30000000.0,300000000.0,8500000.0,8500000.0,Descalificado,Medellín
100000000.0,380000000.0,9284300.0,9284300.0,Alta,Bogotá
70000000.0,190000000.0,7500000.0,7500000.0,Descalificado,Medellín
23000000.0,135000000.0,3900000.0,3900000.0,Descalificado,
70000000.0,260000000.0,15000000.0,15000000.0,Alta,Bogotá
33000000.0,350000000.0,6700000.0,6700000.0,Descalificado,Bogotá
30000000.0,300000000.0,4000000.0,4000000.0,Descalificado,Bogotá
140000000.0,430000000.0,5000000.0,5000000.0,Descalificado,Bogotá
400000.0,200.0,1300.0,1300.0,Descalificado,Bogotá
5000000.0,250000000.0,3000000.0,3000000.0,Descalificado,Bogotá
30000000.0,300000000.0,5200000.0,5200000.0,Descalificado,Bogotá
10000000.0,170000000.0,4000000.0,4000000.0,Descalificado,Neiva
0.0,400000000.0,20800000.0,20800000.0,Descalificado,Bogotá
30.0,240.0,3280000.0,3280000.0,Descalificado,Bogotá
45000000.0,400000000.0,10000000.0,10000000.0,Descalificado,Bogotá
0.0,150000000.0,2000000.0,2000000.0,Descalificado,Bogotá
2000000.0,300.0,13000000.0,13000000.0,Descalificado,Bogotá
5000000.0,300000000.0,13000000.0,13000000.0,Descalificado,Bogotá
50000000.0,230000000.0,3500000.0,3500000.0,Descalificado,Bogotá
25000000.0,185000000.0,4000000.0,4000000.0,Media,Bogotá
2.0,200.0,3.0,3.0,Descalificado,Bogotá
15000000.0,180000000.0,3200000.0,3200000.0,Descalificado,Bogotá
12000000.0,300000000.0,10200000.0,10200000.0,Descalificado,Bogotá
35000000.0,90000000.0,5000000.0,5000000.0,Descalificado,Bogotá
30000000.0,300000000.0,3000000.0,3000000.0,Descalificado,Bogotá
50000000.0,300000000.0,3000000.0,3000000.0,Descalificado,Bogotá
8000000.0,139000000.0,2100000.0,2100000.0,Descalificado,Bogotá
50000000.0,165000000.0,7000000.0,7000000.0,Alta,Bogotá
10000000.0,500000000.0,7500000.0,7500000.0,Descalificado,Bogotá
40000000.0,400000000.0,18000000.0,18000000.0,Descalificado,Bogotá
5000000.0,200000000.0,2000000.0,2000000.0,Descalificado,Bogotá
25000000.0,120000000.0,2000000.0,2000000.0,Media,Bogotá
220000000.0,350000000.0,4500000.0,4500000.0,Descalificado,Medellín
600.0,150.0,40.0,40.0,Descalificado,Bogotá
5000000.0,150000000.0,5000000.0,5000000.0,Descalificado,Bogotá
50000000.0,180000000.0,1300000.0,1300000.0,Descalificado,Bogotá
50000000.0,150000000.0,4500000.0,4500000.0,Alta,Bogotá
16500000.0,100000000.0,4000000.0,4000000.0,Alta,Bogotá
30000000.0,130000000.0,15000000.0,15000000.0,Alta,Bogotá
25000000.0,150000000.0,7500000.0,7500000.0,Alta,Bogotá
21000000.0,125000000.0,6200000.0,6200000.0,Alta,Bogotá
10000000.0,200000000.0,4000000.0,4000000.0,Descalificado,Bogotá
30000000.0,600000000.0,15000000.0,15000000.0,Descalificado,Bogotá
25.0,140.0,2000000.0,2000000.0,Descalificado,Bogotá
25000000.0,150000000.0,6000000.0,6000000.0,Alta,Bogotá
50000000.0,250000000.0,9000000.0,9000000.0,Descalificado,
2000000.0,120000000.0,1300000.0,1300000.0,Descalificado,Bogotá
20.0,159.0,6.0,6.0,Descalificado,Bogotá
15000000.0,240000000.0,3150000.0,3150000.0,Descalificado,Bogotá
70000000.0,1400000000.0,3000000.0,3000000.0,Descalificado,Bogotá
25000000.0,150000000.0,3000000.0,3000000.0,Media,Bogotá
5000000.0,180000000.0,3900000.0,3900000.0,Descalificado,Bogotá
20000000.0,260000000.0,3000000.0,3000000.0,Descalificado,Bogotá
10000000.0,150000000.0,2000000.0,2000000.0,Descalificado,Bogotá
30000000.0,165000000.0,3000000.0,3000000.0,Media,Bogotá
30000000.0,120000000.0,1800000.0,1800000.0,Descalificado,Bogotá
27000000.0,160000000.0,5500000.0,5500000.0,Descalificado,
20000000.0,125000000.0,3200000.0,3200000.0,Descalificado,
25000000.0,140000000.0,3800000.0,3800000.0,Descalificado,
40000000.0,450000000.0,6000000.0,6000000.0,Descalificado,Bogotá
71000000.0,430000000.0,10000000.0,10000000.0,Media,Bogotá
30000000.0,175500000.0,4500000.0,4500000.0,Alta,Bogotá
75000000.0,450000000.0,8000000.0,8000000.0,Media,Bogotá
66000000.0,220000000.0,6000000.0,6000000.0,Alta,Bogotá
0.0,20000000.0,3900000.0,3900000.0,Descalificado,Bogotá
0.0,250000000.0,3900000.0,3900000.0,Descalificado,Bogotá
10000000.0,250000000.0,1300000.0,1300000.0,Descalificado,Bogotá
10.0,190000000.0,4700000.0,4700000.0,Descalificado,Bogotá
200.0,,3000000.0,3000000.0,Descalificado,Bogotá
70000000.0,160000000.0,3100000.0,3100000.0,Descalificado,
0.0,156000000.0,4260000.0,4260000.0,Descalificado,Bogotá
0.0,600000000.0,7374570.0,7374570.0,Descalificado,Bogotá
21000000.0,110000000.0,3200000.0,3200000.0,Alta,Bogotá
300000000.0,175000000.0,4000000.0,4000000.0,Descalificado,
50000000.0,430000000.0,6500000.0,6500000.0,Descalificado,Bogotá
0.0,200000000.0,2000000.0,2000000.0,Descalificado,Bogotá
4000000.0,130000000.0,2500000.0,2500000.0,Descalificado,Bogotá
35000000.0,200000000.0,20000000.0,20000000.0,Descalificado,
0.0,140000000.0,3000000.0,3000000.0,Descalificado,Villavicencio
80000000.0,290000000.0,10400000.0,10400000.0,Descalificado,
30000000.0,160000000.0,30000000.0,30000000.0,Alta,Bogotá
,120000000.0,8000000.0,8000000.0,Descalificado,
10000000.0,175000000.0,4000000.0,4000000.0,Descalificado,Bogotá
150000000.0,470000000.0,21000000.0,21000000.0,Alta,Bogotá
10000000.0,260000000.0,2600000.0,2600000.0,Descalificado,Bogotá
,4.0,4.0,4.0,Descalificado,
10000000.0,250000000.0,10.0,10.0,Descalificado,Bogotá
30000000.0,180000000.0,4700000.0,4700000.0,Alta,Bogotá
100.0,60000000.0,2000000.0,2000000.0,Descalificado,Bogotá
100000.0,180000000.0,2000000.0,2000000.0,Descalificado,Bogotá
10000000.0,250000000.0,10000000.0,10000000.0,Descalificado,Bogotá
,,,0.0,Descalificado,Bogotá
20000000.0,400000000.0,10000000.0,10000000.0,Descalificado,Bogotá
0.0,250000000.0,3000000.0,3000000.0,Descalificado,Bogotá
65000000.0,390000000.0,8000000.0,8000000.0,Media,Bogotá
20000000.0,350000000.0,9500000.0,9500000.0,Descalificado,Medellín
20000000.0,,3000000.0,3000000.0,Descalificado,Bogotá
3000000.0,175000000.0,3000000.0,3000000.0,Descalificado,Bogotá
26000000.0,157000000.0,8500000.0,8500000.0,Alta,Bogotá
50000000.0,290000000.0,7230000.0,7230000.0,Descalificado,
20000000.0,190000000.0,600000.0,600000.0,Descalificado,Bogotá
19000000.0,190000000.0,6000000.0,6000000.0,Descalificado,Bogotá
10000000.0,100000000.0,2500000.0,2500000.0,Descalificado,Bogotá
4000000.0,168000000.0,4000000.0,4000000.0,Descalificado,Bogotá
4000.0,100000000.0,1500000.0,1500000.0,Descalificado,Bogotá
22000000.0,140000000.0,4750000.0,4750000.0,Media,Bogotá
48000000.0,300000000.0,8500000.0,8500000.0,Media,Bogotá
0.0,140000000.0,3000000.0,3000000.0,Descalificado,Bogotá
5000000.0,200000000.0,2800000.0,2800000.0,Descalificado,Bogotá
10000000.0,300000000.0,4000000.0,4000000.0,Descalificado,Cartagena
25000000.0,100000000.0,6000000.0,6000000.0,Alta,Bogotá
24000000.0,140000000.0,10000000.0,10000000.0,Alta,Bogotá
2000000.0,180000000.0,2000000.0,2000000.0,Descalificado,Bogotá
10000000.0,3000000.0,40000000.0,40000000.0,Descalificado,Cali
15000000.0,,4000000.0,4000000.0,Descalificado,Cali
10000000.0,100000000.0,4000000.0,4000000.0,Descalificado,Cali
15000000.0,300000000.0,11000000.0,11000000.0,Descalificado,Bogotá
20000000.0,150000000.0,150000.0,150000.0,Descalificado,Bogotá
110000000.0,250000000.0,2000000.0,2000000.0,Descalificado,Bogotá
51000000.0,350000000.0,4430309.0,4430309.0,Descalificado,Bogotá
37000000.0,250000000.0,13000000.0,13000000.0,Descalificado,Medellín
165000000.0,650000000.0,10000000.0,10000000.0,Descalificado,Bogotá
24000000.0,138000000.0,1800000.0,1800000.0,Descalificado,Bogotá
5000000.0,216900000.0,1700000.0,1700000.0,Descalificado,Bogotá
148000000.0,,4650000.0,4650000.0,Descalificado,Bogotá
30000000.0,176000000.0,3000000.0,3000000.0,Descalificado,Bogotá
30000000.0,176000000.0,2800000.0,2800000.0,Descalificado,Bogotá
100000000.0,300000000.0,5000000.0,5000000.0,Media,Bogotá
15000000.0,350000000.0,9500000.0,9500000.0,Descalificado,Bogotá
120000000.0,300000000.0,7000000.0,7000000.0,Alta,Bogotá
50000000.0,110000000.0,2900000.0,2900000.0,Descalificado,
148000000.0,220000000.0,6500000.0,6500000.0,Alta,Bogotá
32000000.0,220000000.0,7300000.0,7300000.0,Media,Bogotá
70.0,450.0,4.0,4.0,Descalificado,Bogotá
0.0,120000000.0,1000000.0,1000000.0,Descalificado,Bogotá
5000000.0,600000000.0,4000000.0,4000000.0,Descalificado,Bogotá
20000000.0,320000000.0,2150000.0,2150000.0,Descalificado,Medellín
1.0,150.0,1.0,1.0,Descalificado,Bogotá
80000000.0,180000000.0,5000000.0,5000000.0,Alta,Bogotá
8000000.0,280000000.0,4500000.0,4500000.0,Descalificado,Bogotá
80000000.0,160000000.0,9000000.0,9000000.0,Descalificado,
3000000.0,200000000.0,1600000.0,1600000.0,Descalificado,Medellín
30000000.0,200000000.0,2260000.0,2260000.0,Descalificado,Bogotá
36000000.0,230000000.0,4000000.0,4000000.0,Descalificado,Bogotá
30000000.0,150000000.0,7000000.0,7000000.0,Alta,Bogotá
50000000.0,129000000.0,3800000.0,3800000.0,Alta,Bogotá
5000000.0,180000000.0,2000000.0,2000000.0,Descalificado,Bogotá
70000000.0,310000000.0,16100000.0,16100000.0,Alta,Bogotá
,4.0,4.0,4.0,Descalificado,
20000000.0,479.0,6000000.0,6000000.0,Descalificado,Bogotá
20000000.0,180000000.0,15000000.0,15000000.0,Descalificado,Bogotá
30000000.0,220000000.0,15000000.0,15000000.0,Media,Bogotá
180000000.0,200000000.0,10000000.0,10000000.0,Alta,Bogotá
210000000.0,200000000.0,7200000.0,7200000.0,Descalificado,Bogotá
220000000.0,200000000.0,6000000.0,6000000.0,Descalificado,Bogotá
180000000.0,200000000.0,4911000.0,4911000.0,Alta,Bogotá
10000000.0,80000000.0,2000000.0,2000000.0,Descalificado,Bogotá
20000000.0,180000000.0,4602000.0,4602000.0,Descalificado,Bogotá
20000000.0,200000000.0,4600000.0,4600000.0,Descalificado,Bogotá
20000000.0,150000000.0,4600000.0,4600000.0,Descalificado,Bogotá
0.0,350000000.0,6433000.0,6433000.0,Descalificado,Bogotá
60000000.0,450000000.0,5000000.0,5000000.0,Descalificado,Bogotá
0.0,400000000.0,3000000.0,3000000.0,Descalificado,Medellín
20000000.0,300000000.0,4000000.0,4000000.0,Descalificado,Bogotá
50000000.0,250000000.0,5000000.0,5000000.0,Media,Bogotá
195000000.0,400000000.0,10000000.0,10000000.0,Alta,Bogotá
29000000.0,175000000.0,9500000.0,9500000.0,Alta,Bogotá
82000000.0,550000000.0,22000000.0,22000000.0,Descalificado,Bogotá
35000000.0,160000000.0,10000000.0,10000000.0,Alta,Bogotá
21000000.0,130000000.0,4000000.0,4000000.0,Media,Bogotá
195000000.0,400000000.0,10000000.0,10000000.0,Alta,Bogotá
7000000.0,250000000.0,5200000.0,5200000.0,Descalificado,Bogotá
40000000.0,250000000.0,7500000.0,7500000.0,Media,Bogotá
1000000.0,200000000.0,1600000.0,1600000.0,Descalificado,Cali
30000000.0,160000000.0,5000000.0,5000000.0,Alta,Bogotá
58000000.0,138000000.0,7000000.0,7000000.0,Alta,Bogotá
10000000.0,100000000.0,1000000.0,1000000.0,Descalificado,Medellín
40.0,400.0,14.0,14.0,Descalificado,Bogotá
0.0,100.0,1300.0,1300.0,Descalificado,Bogotá
20000000.0,300000000.0,9500000.0,9500000.0,Descalificado,Bogotá
3000000.0,160000000.0,1500000.0,1500000.0,Descalificado,Cali
2000000.0,150000000.0,4000000.0,4000000.0,Descalificado,Bogotá
30000000.0,400000000.0,12000000.0,12000000.0,Descalificado,Bogotá
18000000.0,130000000.0,4000000.0,4000000.0,Media,Bogotá
40000000.0,500000000.0,20000000.0,20000000.0,Descalificado,Bogotá
29700000.0,180000000.0,4000000.0,4000000.0,Media,Bogotá
60000000.0,195000000.0,12500000.0,12500000.0,Alta,Bogotá
93000000.0,340000000.0,13000000.0,13000000.0,Alta,Bogotá
150000000.0,490000000.0,35000000.0,35000000.0,Alta,Bogotá
30000000.0,200000000.0,10000000.0,10000000.0,Media,Bogotá
58500000.0,195000000.0,10000000.0,10000000.0,Alta,Bogotá
30000000.0,170000000.0,10300000.0,10300000.0,Alta,Bogotá
0.0,200000000.0,4030000.0,4030000.0,Descalificado,Bogotá
120000000.0,450000000.0,13000000.0,13000000.0,Alta,Bogotá
130000000.0,695000000.0,19000000.0,19000000.0,Descalificado,Bogotá
40.0,15.0,1.0,1.0,Descalificado,Bogotá
150000000.0,400000000.0,30000000.0,30000000.0,Alta,Bogotá
5000000.0,,1500000.0,1500000.0,Descalificado,Bogotá
15000000.0,280000000.0,6500000.0,6500000.0,Descalificado,Bogotá
3000000.0,160000000.0,2500000.0,2500000.0,Descalificado,Bogotá
5000000.0,100000000.0,1200000.0,1200000.0,Descalificado,Bucaramanga
0.0,270000000.0,12500000.0,12500000.0,Descalificado,Bogotá
40000000.0,180000000.0,12000000.0,12000000.0,Alta,Bogotá
10000000.0,150000000.0,5000000.0,5000000.0,Descalificado,Bogotá
40000000.0,180000000.0,12000000.0,12000000.0,Alta,Bogotá
0.0,300000000.0,6000000.0,6000000.0,Descalificado,Bogotá
15000000.0,200000000.0,3100000.0,3100000.0,Descalificado,Bogotá
15000000.0,100000000.0,4000000.0,4000000.0,Media,Bogotá
45000000.0,195000000.0,15000000.0,15000000.0,Alta,Bogotá
20000000.0,250000000.0,11000000.0,11000000.0,Descalificado,Bogotá
3000000.0,260000000.0,7500000.0,7500000.0,Descalificado,Bogotá
80000000.0,400000000.0,16000000.0,16000000.0,Alta,Bogotá
5000000.0,195000000.0,2600000.0,2600000.0,Descalificado,Bogotá
35000000.0,170000000.0,5000000.0,5000000.0,Alta,Bogotá
40000000.0,350000000.0,9000000.0,9000000.0,Descalificado,Bogotá
20.0,450.0,6800000.0,6800000.0,Descalificado,Bogotá
90000000.0,600000000.0,30000000.0,30000000.0,Descalificado,Bogotá
37000000.0,160000000.0,4200000.0,4200000.0,Descalificado,
40000000.0,172000000.0,8000000.0,8000000.0,Descalificado,
15000000.0,130000000.0,4500000.0,4500000.0,Descalificado,Bogotá
